Label,Claim
1,"""My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state."""
0,Does COVID-19 Vaccine Cause Herpes?
0,Did Trump Tweet He'd Deny Stimulus Checks to Any Who Used #NotMyPresident?
1,"Says transgender residents make up ""about 1-in-300 people, we're all over the place, we're your friends and your neighbors."""
1,Donald Trump 'Fifth Avenue' Comment
0,"Says Sens. Lisa Murkowski, Susan Collins and Mitt Romney “are pro-pedophile.”"
1,Did a Frog 'Photobomb' a NASA Moon Probe Launch?
1,"""The tax carve out (Ron) Johnson spearheaded overwhelmingly benefited the wealthiest, over small businesses."""
1,"“People of color and those of not, they use marijuana at the same rate. People of color are three times more likely to get arrested and convicted.”"
0,Did Donald Trump Use a Receptionist's Desk and Notepad to Stage a Speechwriting Picture?
1,"""About 95 percent of America’s production of ethylene is produced on the Gulf Coast in Texas and Louisiana."""
1,"""Most U.S. foreign assistance ... is given to U.S. companies and nonprofits in the form of contracts and grants."""
1,A photo shows two COVID-19 patients lying on the floor awaiting treatment in Florida.
0,Volkswagen Polo 'Terrorist' Commercial
1,"Yes, Heinz Created a 'Chocolate Orange Mayo' in the UK"
0,Did a UK Power Company Choose an Unfortunate Domain Name for Their Italian Division?
1,Did a Nationwide US Coin Shortage Occur in Summer 2020?
0,Did Amazon Choose San Diego For Its 'HQ2'?
1,Was Donald Trump's Proposed Re-Election Slogan Used for a 'Purge' Film?
0,Are These Giant Human Skulls Real?
0,A Dominion representative in Gwinnett County improperly downloaded election data to “manipulate the data.”
1,"""We were the No. 1 job creator in America in February and we are now the No. 4 job creator in the last year."""
1,"North Korea has a ""substantial standing army, one of the largest, certainly the largest per capita, in the world."""
1,"""In the past year alone, Ohio businesses have created more jobs than almost every other state in the country."""
0,President Trump Left Online Reviews for the Middle East?
0,Did Kellogg's Release Ranch-Flavored Pop-Tarts?
1,Can Eligible People Get Money From the Equifax Breach Settlement?
1,"Says Madison Mayor Paul Soglin's stated intent when proposing that city contractors disclose private political donations was to ""discourage contributions to organizations with which he disagrees."""
1,"Says Abraham Lincoln tried to buy slaves' freedom in border states, but the states ""all rejected it."""
1,"To give the proposed economic stimulus plan some perspective, ""if you started the day Jesus Christ was born and spent $1 million every day since then, you still wouldn’t have spent $1 trillion."""
1,Do Sea Otters Rape Baby Seals?
0,Man Loses Genitals While Assaulting Woman Thanks to 'Anti-Rape Device'
1,"""We have had some significant accomplishments on a bipartisan basis."""
1,"Deer baiting, planned for Block Island by DEM, is illegal in Rhode Island."
1,"In Hawaii, ""they don't have a history of throwing incumbents out of office."""
0,Did the Trump Administration Try to Deport U.S. Reps. Omar and AOC?
0,What's Stephanopoulos' Height Compared to President Trump's?
1,The Austin Independent School District’s graduation rate reached an all-time high of 82.5 percent in 2012.
0,Did Lin Wood Find Trump at White House and Biden Missing?
1,"""A family of four can make up to $88,000 a year and still get a subsidy for health insurance"" under the new federal health care law."
1,Was William Harvey Carney the First Black Medal of Honor Recipient?
0,Did Nike Urge Disgruntled Consumers to Donate Their Unwanted Shoes to Veterans?
1,"The merger of Georgia State University and Georgia Perimeter College will make GSU one of the largest universities in the nation, with more than 54,000 students."
1,"""Wisconsin is one of several states where you can change your early ballot if you think you've made a mistake."""
1,Did Disney Fake Lemming Suicide for the Nature Documentary 'White Wilderness'?
0,Did Muslims Demand the Cross Be Removed From the Swiss Flag?
0,Letter to Mugger
1,Was COVID-19 Discovered in the US and South Korea on the Same Day?
1,"""Before this day is out, 18 more veterans will have taken their own lives. That is the daily average, it is intolerable, and it has to stop."""
0,Deceased FBI Agent Found at Trump Tower with Silenced Pistol
1,Will There Be a Full 'Blue' Moon on Halloween 2020?
0,Signs Designate Lots Reserved for Future Internment Camps?
0,Did 'The Simpsons' Predict 2022 Super Bowl Winner?
1,Did 'Saw' Take Place the Day Before 9/11?
0,A Bad Lie
1,Is There a Dedicated Hall & Oates Phone Line?
0,Did the DHS Find That 12 Million-Plus Votes for Trump Were Never Counted?
1,Did South Carolina Legislators Pass a Bill Allowing Firing Squad Executions?
1,University of Wisconsin Booklet Photoshopped to Add Black Student
1,The president's own FBI director said that the greatest domestic terrorist threat is white supremacists.
1,"Says Marco Rubio ""knows full well I voted for his amendment to increase military spending to $697 billion."""
0,Did Michelle Obama Cancel a Speaking Appearance in Tacoma to Avoid a Labor Protest?
1,"""Three of our cities are among the top five worst cities in the U.S. for asthma."""
0,Was a Roanoke City Department of Social Services Worker Fired Over a Gun Permit?
0,Did Pope Francis Order White Women to ‘Breed’ with Muslims?
1,Was Giuliani Photographed with Capitol Rioter Jake Angeli?
1,Did Hitler Paint the Art in the 'Pretty Good Painting' Meme?
1,"""In fact, ‘high Crimes and Misdemeanors’ is not defined in the Constitution and does not require corresponding statutory charges. The context implies conduct that violates the public trust—and that view is echoed by the Framers of the Constitution and early American scholars."""
0,Was a Body Found in the Ohio River That of a Major Clinton Aide?
0,Did Giuliani 'Turn Down a Knighthood' from Queen Elizabeth II?
1,Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.
0,Did Fox News Post Staged Photo of Soldiers During Trump's 2019 Afghanistan Visit?
0,Did Arizona's Drug Testing Program for Welfare Recipients Catch Just One Person?
0,Did J.J. Watt Use Peloton Profile To Break Free Agency News?
0,Did Trump Say FDR Hid in a Bunker During Vietnam Protests?
1,"Huckabee ""granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined."""
0,Did CNN Say 'Trump Killed Unarmed Father of Three' After al-Baghdadi's Death?
0,Adam Sandler Death Hoax
1,“Overdoses reached an all-time high in 2021.”
0,Was Hillary Clinton Killed During an FBI Raid?
0,"Mitch McConnell Will Only Consider a White, Christian, Conservative, and Male Supreme Court Judge?"
0,Joyce Meyer Dead at 73
1,Was Zaila Avant-garde in a Steph Curry Commercial?
1,Was a Man Killed by an Exploding Lava Lamp?
1,Did Man Text 'Amazon Won't Let Us Leave' Just Before Warehouse Collapse?
0,Was Georgia Sen. Elena Parent Counting Votes in PA?
1,"""Connecticut has the fifth toughest gun control laws in the country, including an assault weapons ban that bans 35 different weapons."""
1,"""Since 2008, U.S. crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U.S. history."""
0,Sarah Palin Calls to Boycott Mall of America Because 'Santa Was Always White in the Bible'
1,"Rhode Island spends ""52 percent more per capita on human service programs than the national average."""
1,"Yes, the Lovers & Friends Festival Is Real"
0,Is Anchor Butter Contaminated with HIV?
0,Did Sunlight Form a Cross During the Eclipse?
0,Did a Man Sell Chuck E. Cheese Tokens as 'Bitcoins'?
1,"Says Texas ""high school graduation rates are at all-time highs."""
0,Did the Internet Go Dark in D.C. During White House Protests?
0,Is this President Trump with a Scantily Clad Woman?
1,"""As governor, Ted Strickland left only 89 cents in Ohio’s rainy day fund."""
0,Rumor Falsely Claims Lily from AT&T Ads Got Fired or Quit
0,Donald Trump's Harvard Rejection Letter
1,"""Ted Cruz has been to Iowa four times. Rio Grande Valley of Texas -- just once."""
1,"Was A Chinese Rocket Falling to Earth, and No One Knew Where It Would Crash?"
1,Did MAD Magazine Lampoon Donald Trump in 1992?
0,Could Kids with COVID-19 Symptoms Be Quarantined Without Parental Consent?
0,Does This Photograph Show a Couple Kissing During the 1971 May Day Protests?
1,Amazon Issues Credits in e-Book Settlement
0,"Have Undocumented Immigrants Killed 63,000 American Citizens Since 9/11?"
0,Did the Queen Call President Trump an 'Amazing Person' with a 'Good Heart'?
1,Did North Carolina Admit to Targeting Black Voters with a 'Voter ID' Law?
0,Is Pepsico Discontinuing Mountain Dew?
1,"""Some of the men serving in the (Afghan) armed forces have never driven a vehicle before."""
1,Did White Supremacists Chant '6 Million More' at Holocaust Remembrance?
0,Was Donald Trump Born in the Philippines?
0,"Have Researchers Discovered a New 'Superfuel' 1,693 Times More Powerful Than Gasoline?"
1,"""The (ARC Tunnel) project was originally estimated to be $8.7 billion, and New Jersey alone was on the hook for all overruns."""
0,Did a Stranger Sell Coca-Cola the Idea to Bottle Their Drink?
1,"""The state's unemployment rate is fifth-highest in the country, a full point above the nationwide rate and higher than all of our...neighboring states."""
0,Does a Wrecking Ball Smash a Van in This Video?
0,Was Rep. Ilhan Omar’s Cousin a 9/11 Hijacker?
1,"""Not a single Democrat opposed Neil Gorsuch's confirmation in 2006."""
0,Did Trump Campaign Use COVID Diagnosis to Fundraise $421 Million?
0,Says #MeToo movement sign suggested assaulting First Lady Melania Trump.
0,Everybody Deserves to Be Treated Equally!
0,Is This Beto O'Rourke with the Words 'Feminist' and 'Vegan' Painted on His Body?
0,Thunderous crowd at Philadelphia Phillies game “literally registering on the Penn State University Brandywine seismograph station.”
1,Says Russ Feingold broke his 1992 promise to always get the majority of funding from Wisconsin residents.
1,Does a Texas Law Require Government Contractors to Swear They Won't Boycott Israel?
0,Are 1 in 2 Mac Users 'Unaware' of a 'Trick' to Clean a Mac?
1,"""There was a Gallup poll in Egypt last year, and 70 percent of Egyptians don't want our money."""
0,Why Is Earth Day on April 22?
0,Did 'God Bless the USA' Composer Lee Greenwood Flee to Canada to Avoid Vietnam War Draft?
0,Selective Gasoline Boycott
0,Did Iranian Olympic Coverage Censor Images of Female Athletes?
1,"""The world food demand is going to double sometime between now and 2070."""
1,Fear the Grim Arabic Tote Bag
0,Says Kelly Loeffler was wearing a wire during the Georgia Senate debate.
0,Did a Democrat Named 'Tara McClossoff' Introduce a Bill to Ban Senior Citizens From Voting?
1,"The poverty rate in West Virginia ""was 19.1 percent, the fourth-highest in the country."""
1,Does the White House Have Solar Panels on Its Roof?
1,Did the Company That Makes McFlurry Machines Get Hit with a Restraining Order?
1,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.
0,Did the Abandoned Bennett College Become a 'Mega-Mansion'?
1,Was an 'Anti-Antifa' Shirt Worn at US Capitol Riot?
1,Will Texting 'FOOD' Help Provide Free Summer Meals for Children?
1,"""Unlike California, we in Florida welcome driverless cars - no permit required."""
0,Did Costco Issue a Recall Notice for Toilet Paper?
1,"Polling shows that nearly 74 percent of National Rifle Association members ""support requiring background checks for all gun sales."""
0,Finding the 'Hidden' iPhone 7 Headphone Jack
0,"Donald Trump Said: 'Kiss your Section 8, Welfare and Medicaid Goodbye'?"
1,Was 'Hang Mike Pence' Chanted at Capitol Riot?
0,Is The Cheesecake Factory Closing All Its Restaurants?
0,Chelsea Clinton Was Arrested for Having Sex With a 13 Year-Old Boy?
0,"Did Donald Trump Admit Criminal Wrongdoing, Argue 'My Crimes Can't Be Investigated While I'm President'?"
1,Did Ted Cruz Say He Was a Christian First and an American Second?
1,"""The (federal) debt is growing by more than $4 billion a day."""
0,'Boy Shot by Stepfather' Appeal
1,Did Woman Die After Trapping Her Head in Car Door at Garage Kiosk?
0,Did a Doctor Say 'Stop' After Identical Twins Married Identical Twins?
