Label,Claim
1,"""We’ve been able to create about 60,000 net new jobs"" in Virginia since February."
0,"Says Howard Zinn, ""an anti-American Marxist,"" wrote ""the most popular textbook that's taught in our high schools in America."""
0,Student Forced to Remove Help 4 Heroes Wristband
0,"Virginia House Speaker Bill Howell is ""allied to group pushing MIXED SEX BATHROOMS in Stafford Schools."""
0,"""We must deal with the here and now and assure affordable fuel for America by increasing domestic production."""
0,"""Bioweapon! Zika virus is being spread by GMO mosquitos (sic)"""
1,"""Lean, finely textured beef is the proper name [not pink slime], and it is a safe, widely used product."""
1,"The Supreme Court decision overturning Roe v. Wade ""made the United States an outlier among developed nations in the world"" on abortion rights."
0,Did a Mom Have 'No Idea Why Her Vacation Photo Blew Up Until She Looked at The Background'?
0,“Facebook removed the title of ‘President’ from Donald Trump and designated him as ‘Political Candidate.’”
1,Did Trump Refer to His Mouth as a Musical Instrument 'Hopefully' Attached to the Brain?
1,"Nearly 6 in 10 uninsured Americans ""can get health insurance for what may be the equivalent of your cell phone bill."""
1,Why is Prince Philip Not a King?
0,Says a photo shows a pack of wolves walking in a single line in the snow being led by the sick.
0,Is This Suggestive Mickey Mouse Milk Ad Real?
0,"Says there were “600,000 plus unlawful votes in Philly and Pitt.”"
1,Is Jason Garrett Out as Dallas Cowboys' Coach?
0,Did Chinese Doctors Confirm African People Are Genetically Resistant to Coronavirus?
0,"An ongoing audit of the 2020 presidential election in Arizona “showed Trump ahead by 250,000” votes, and “nearly 950,000 ballots are declared illegal, nearly all for Biden.”"
0,Says the Simpson-Bowles deficit reduction proposal urged raising $2 trillion in new revenue.
0,Will Looking at This Image Reveal How Stressed You Are?
0,Donald Trump Editorial via The New Yorker?
0,The Fence - Herman Rosenblat
0,"""Under those eight years before (Barack) Obama came along, we didn’t have any successful radical Islamic terrorist attack in the United States"" since Sept. 11, 2001."
1,"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget."
0,The pipe bombs were never mailed.
0,"Under the DREAM Act, after two years of higher education or military service ""you are eligible for citizenship. Once a citizen, this paves the way to bring the rest of (your) extended family to the United States."""
0,"Says Kaleb Torres, a young spokesperson for Shriners Hospitals for Children, has died."
0,Giants in Japan
0,"""At the mere request from Putin, President Obama withdrew the plans for a missile defense program based in Poland and the Czech Republic."""
0,“The CDC and county health officials have obtained 2020 Census records to enhance their vaccination enforcement protocols.”
0,Less than 10 percent of President Barack Obama’s Cabinet members have private-sector experience.
0,"""This Is Real: Biden Waves To An Empty Field."""
0,Hillary Caught on Hot Mic Trashing Beyoncé with Racial Slurs
0,Do These Photographs Show the Croatian President in a Bikini?
0,Is This a Real 'Sea Roach'?
0,"""Biden's CDC Director ADMITS Her Own Employees Aren't Getting Vaccinated."""
0,Muslim Woman Told to 'Hang Herself' with Hijab at Walmart
0,"Did Roy Moore Receive 953 Votes to Doug Jones' 5,327 in a Town of 1,867 Registered Voters?"
1,"""In every single country, she had a majority of the vote -- or more of those who'd already made up their minds."""
0,"Says Dr. Robert Gallo, the man who helped discover the HIV virus, confessed he was ""forced"" to ""create the HIV virus as a secret weapon to wipe out the African race."""
0,"""Ninety-eight percent of the American people will not see their taxes go up"" due to the House health care bill."
0,“All weather is artificially controlled.”
1,Is This a Real Case Study of Scrotum Self-Repair?
0,Richmond Begins Mass Relocation of Low Income Blacks to Decrease City Poverty Rate?
1,Did Trump Use 'Crib Notes' During Listening Session with Parkland Survivors?
1,Says state Rep. Fred Clark (D-Baraboo) ran a red light and seriously injured a bicyclist.
0,Were Two Burglars Sodomized for Five Straight Days?
0,"""The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections."""
0,Says Nancy Pelosi tried “once again” to include abortion funding in the latest coronavirus bill.
1,"As a result of Roe vs. Wade, ""America’s maternal mortality rate dropped dramatically."""
0,Says Houston’s 18th congressional district has been “gentrified” and is home to “more Anglos than African Americans.”
0,"“Vaxxed Delta pilot dies in-flight, emergency landing required.”"
0,Is Brad Pitt Playing Bob Marley in an Upcoming Biopic?
0,"The Great Recession emerged ""in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm."""
1,Did Florida Residents Really Find Porn-Filled Easter Eggs in Mailboxes?
0,"""The reality is that we have roughly 15,000 undocumented immigrants living in the state..."""
0,"""A few weeks ago, (the) education committee in Congress is deciding what’s going to be in your local salad bar."""
1,Did One of Ukraine’s Leaders Write a Letter to Mark Zuckerberg?
0,Haitian migrants took an implausible route to Texas-Mexico border area.
1,"Says ""About 7 in 10 of Oregon’s inmates are in prison for violent crimes and serious sex offenses."""
0,Did John Lennon Anticipate the Election of Donald Trump?
0,"Is Obama 'Commanding' an Army of 30,000 Anti-Trump Activists from His Home?"
0,"""Bill Nelson voted for higher taxes 150 times."""
0,"Says PolitiFact issued a True ruling on Paul Krugman calling ""Governor Christie a ‘fiscal phony.’"""
0,“Every single Petersburg (Va.) school was accredited when I left office.”
0,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”
0,“Dyson is canceling their contract with Walmart and selling off Dyson Supersonic” hair dryers “only for $1!”
0,"Say President Donald Trump ""dictated a short but accurate response to the New York Times article"" about the Trump Tower meeting with Russians."
1,Katie Hobbs “has voted to double our gas tax.”
1,"Says ""90% of policemen are for"" expanding background checks to all gun sales."
0,"Says Debbie Wasserman Schultz ""has these offshore accounts"" like Mitt Romney."
1,"Says that in 2015, ""illegal"" immigrants accounted for 75 percent of federal drug possession convictions and 5 percent to 30 percent of convictions for murder and kidnapping plus two other crimes."
1,"""Ken Buck's (District Attorney's) office? His spending skyrocketed by 40 percent."""
0,"Mary ""Burke’s record: 130,000 fewer jobs."""
0,Do You Need a Driver's License to Legally Operate a Car on Public Roads?
0,Is Biden Preparing To Give Sovereignty of US to WHO?
0,“Rogue” Michigan official sent absentee ballots to 7.7 million people “illegally and without authorization” ahead of the primaries and general election.
0,"“40,000+ votes for Libertarian candidate Jo Jorgensen magically become votes for Joe Biden.”"
1,"""More than half of the births in Texas are paid for by Medicaid."""
0,"""If you threw a barbecue yesterday for the Memorial weekend, it was 29 percent more expensive than last year because Barack Obama's policies have led to groceries going up 29 percent."""
1,Melania Trump Wore 'Pussy-Bow' Blouse to Presidential Debate
1,"""After a decade of decline, this country created over half a million manufacturing jobs in the last two and a half years."""
0,Did 'Petey the Pelican' Befriend a Stray Dog?
0,Says “Ruth Bader Ginsburg was nominated and confirmed 43 days before an election.”
1,"In Massachusetts, ""half of the primary care doctors are not accepting new patients."""
1,"Says Ohio’s economic recovery ""started in February 2010."""
0,Is This a Real Trailer for 'Forrest Gump 2'?
0,"Says Hillary Clinton has ""not answered a single question"" about her immigration plan."
0,"""The Collins-Nelson bill will not protect pre-existing conditions. It has nothing to do with pre-existing conditions."""
0,"Says ""while serving in the city council, Rachel Zenzinger voted to use tax dollars to take a taxpayer-funded junket to China."""
0,"Under current policies, ""we're going to reduce the overall debt of the United States by $3 trillion over the next 10 years."""
1,The Death of John Crawford III
0,“Amazon accepts Dogecoin.”
